gene_id	AgedFemale-Brain-NoStim-13_S10_counts	AgedFemale-Brain-NoStim-14_S1_counts	AgedFemale-Brain-NoStim-15_S6_counts	AgedFemale-Brain-NoStim-16_S12_counts	AgedFemale-Brain-NoStim-17_S8_counts	AgedFemale-Brain-PlusStim-23_S11_counts	AgedFemale-Brain-PlusStim-24_S9_counts	AgedFemale-Brain-PlusStim-25_S5_counts	AgedFemale-Brain-PlusStim-26_S1_counts	AgedFemale-Brain-PlusStim-27_S8_counts	AgedMale-Brain-NoStim-10_S9_counts	AgedMale-Brain-NoStim-11_S10_counts	AgedMale-Brain-NoStim-12_S11_counts	AgedMale-Brain-NoStim-7_S6_counts	AgedMale-Brain-NoStim-8_S7_counts	AgedMale-Brain-NoStim-9_S8_counts	AgedMale-Brain-PlusStim-19_S4_counts	AgedMale-Brain-PlusStim-20_S3_counts	AgedMale-Brain-PlusStim-21_S7_counts	AgedMale-Brain-PlusStim-22_S2_counts	AgedMaleSpleenNoStim30_S10_counts	AgedMaleSpleenNoStim31_S7_counts	AgedMaleSpleenNoStim32_S12_counts	AgedMaleSpleenNoStim33_S3_counts	AgedMaleSpleenNoStim34_S4_counts	AgedMaleSpleenPlusStim36_S2_counts	AgedMaleSpleenPlusStim37_S6_counts	AgedMaleSpleenPlusStim38_S5_counts	AgedMaleSpleenPlusStim39_S9_counts	AgedMaleSpleenPlusStim40_S11_counts	YoungMale-Brain-NoStim-2_S1_counts	YoungMale-Brain-NoStim-3_S2_counts	YoungMale-Brain-NoStim-4_S3_counts	YoungMale-Brain-NoStim-5_S4_counts	YoungMale-Brain-NoStim-6_S5_counts
ENSMUSG00000000903	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	7	0	3	0	0	0	0	0
ENSMUSG00000000915	717	875	945	1089	1315	1560	198	651	348	273	2230	1463	322	2142	48	1625	905	158	61	0	640	554	634	1377	779	526	499	411	384	480	1805	358	304	189	237
ENSMUSG00000000916	24	27	0	235	29	0	0	0	50	0	479	134	1	398	0	0	0	0	0	0	57	69	58	30	103	20	27	26	26	25	0	0	0	20	21
ENSMUSG00000000934	93	66	0	0	0	0	0	0	0	0	317	2	0	1	0	1	0	0	0	0	51	30	58	74	72	65	56	35	16	28	0	1	405	77	0
ENSMUSG00000000938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000000948	211	51	0	0	0	0	0	161	15	0	0	0	477	0	1	10	0	0	0	0	4	30	30	1	18	1	0	0	5	12	1	0	0	0	0
ENSMUSG00000000957	48	0	0	83	0	0	2	0	0	0	2	1	10	3	0	659	0	3	0	0	0	4	6	0	0	1	3	0	1	2	0	0	2	1	1
ENSMUSG00000000958	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	25	1	9	1	0	0	3	0	4	6	0	0	0	0	0
ENSMUSG00000000959	364	605	64	1	130	0	0	0	0	1	634	250	125	5	0	192	0	0	0	0	256	376	204	398	352	175	159	198	139	124	2	1147	299	618	177
ENSMUSG00000000976	117	874	817	165	284	0	0	140	31	0	63	230	546	141	3	85	4	0	33	0	222	207	200	497	207	147	78	114	129	75	87	0	49	1332	468
ENSMUSG00000000982	205	140	3	1	48	5272	2859	7801	2344	41	3	999	376	231	61	2	3245	4489	1318	625	73	85	213	463	160	7529	10119	7816	8754	14203	5	3	1265	160	121
ENSMUSG00000000983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001014	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	227	1	0	0
ENSMUSG00000001016	622	0	0	429	669	403	23	4	0	25	1286	64	437	2168	2	3	0	0	216	0	453	348	539	821	496	336	316	386	225	453	152	4	543	39	506
ENSMUSG00000001017	216	86	528	628	328	0	12	48	77	0	433	150	914	214	151	172	118	0	10	0	238	233	263	471	201	260	219	214	167	163	838	9	79	108	385
ENSMUSG00000001018	11	12	1741	186	17	67	0	0	13	7	12	0	293	2	1	22	0	0	0	0	88	57	50	186	124	82	29	112	54	37	171	449	2	32	15
ENSMUSG00000001020	949	1576	400	137	656	1	0	86	0	73	3188	1721	978	1151	216	1546	0	153	0	0	402	513	571	1571	455	274	205	424	327	134	1393	256	3709	685	1550
ENSMUSG00000001021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001025	1471	1713	89	447	938	0	1	81	2	0	2591	3709	2093	2989	870	3288	0	0	0	0	966	1043	1030	2718	845	619	528	893	623	287	658	1105	2074	761	1144
ENSMUSG00000001027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	19	5	0	7	16	16	0	1	0	0	0	0	0
ENSMUSG00000001029	100	112	0	300	134	0	0	0	0	0	1227	4	544	33	0	15	0	0	0	0	370	373	296	219	357	104	67	118	32	89	3	1	1	9	137
ENSMUSG00000001034	93	0	31	0	61	0	15	9	0	0	211	0	4	2	1	77	0	0	8	0	86	74	66	135	61	52	25	34	30	40	123	144	0	0	1
ENSMUSG00000001036	8	0	0	0	0	0	0	0	0	0	1	1	1	0	31	0	0	0	0	0	15	3	6	9	5	1	14	13	5	0	412	0	0	0	0
ENSMUSG00000001039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	75	0	0
ENSMUSG00000001052	1054	1504	446	242	832	0	1208	336	125	79	1025	1229	593	979	690	432	61	0	22	4	855	839	1080	1785	1033	667	524	589	451	425	1289	63	1243	876	938
ENSMUSG00000001053	15	11	0	71	21	0	0	49	5	1	35	52	0	130	0	0	0	0	0	0	37	43	44	45	43	109	112	69	55	168	92	16	0	51	25
ENSMUSG00000001054	106	208	139	322	0	0	0	0	8	0	4	455	131	1256	116	441	0	0	0	0	164	201	163	246	124	87	174	92	52	250	215	88	222	298	69
ENSMUSG00000001056	314	328	458	13	104	0	2	0	139	0	26	1227	957	1053	4	256	0	10	0	0	274	273	235	281	239	372	181	201	136	173	275	6	1471	1306	405
ENSMUSG00000001062	29	24	0	0	12	0	0	19	0	0	16	43	38	592	59	1	0	12	0	0	73	58	67	151	46	39	26	33	36	16	2	0	369	22	1
ENSMUSG00000001065	122	159	0	338	54	0	58	399	211	1	0	1	0	0	1	0	0	6	0	0	122	85	129	187	133	58	71	54	29	81	1	0	0	111	0
ENSMUSG00000001076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001082	56	181	0	412	8	0	9	0	0	0	160	114	0	573	1	3	14	0	0	3	42	36	36	43	39	39	16	21	16	61	72	2	179	10	97
ENSMUSG00000001089	8	184	0	16	3	0	0	31	0	0	606	19	79	4	0	240	0	0	0	0	109	101	44	127	193	215	161	82	108	213	2	98	0	40	0
ENSMUSG00000001095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001098	345	178	0	306	221	0	22	40	77	0	107	164	597	600	111	96	165	0	20	0	263	272	259	391	296	389	433	282	247	481	145	2422	477	24	20
ENSMUSG00000001100	129	11	0	0	279	0	0	0	0	0	3	101	260	2162	4	6	0	0	40	0	147	126	105	241	66	5	51	53	18	9	7	4	913	112	0
ENSMUSG00000001103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001105	185	230	0	0	0	0	0	100	0	0	5	4	1035	738	0	38	0	0	0	0	146	118	178	308	124	120	114	95	136	80	3	0	2	1	307
ENSMUSG00000001119	0	0	0	0	0	0	0	0	0	41	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0
ENSMUSG00000001120	7	0	0	0	0	0	0	0	0	0	23	0	12	0	0	0	0	0	0	0	28	8	16	69	13	38	21	9	35	26	1	36	0	0	0
ENSMUSG00000001123	370	746	1149	895	291	0	186	0	0	0	403	740	1095	2098	838	2212	0	0	0	0	440	334	365	666	402	123	170	213	184	115	594	82	1656	1897	335
ENSMUSG00000001127	162	303	154	424	80	0	126	0	0	0	268	886	753	334	1104	737	0	0	59	0	277	201	277	503	182	172	131	176	102	189	283	5	318	161	285
ENSMUSG00000001128	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	41	28	34	51	19	15	1	6	2	15	787	148	0	0	0
ENSMUSG00000001131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001134	0	0	0	0	0	0	0	443	0	0	0	1	0	0	0	0	0	0	0	0	19	71	38	90	55	28	25	55	11	2	0	0	0	0	0
ENSMUSG00000001138	107	114	375	121	333	121	3	3	8	0	534	47	1	43	0	1	0	0	3	0	94	93	91	155	92	27	17	16	19	34	331	27	7	4	146
ENSMUSG00000001143	18	60	2	13	35	0	0	3	19	0	0	186	1	15	2	0	0	0	0	0	26	42	22	37	58	75	70	18	11	20	25	1069	2	217	0
ENSMUSG00000001150	568	843	0	1646	814	100	32	191	91	36	1691	1241	305	1344	379	39	368	0	219	0	584	579	678	1265	638	353	222	366	260	169	1286	256	840	286	439
ENSMUSG00000001151	778	3416	275	3318	2172	227	1487	527	322	102	835	2045	2666	1529	30	2667	364	0	103	207	1710	1443	1776	1951	1573	1270	1024	872	688	995	849	746	327	1120	661
ENSMUSG00000001155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001156	680	546	52	293	219	256	0	54	54	0	520	395	529	846	46	144	1	0	0	0	132	122	100	323	116	359	518	234	224	410	715	267	160	1073	450
ENSMUSG00000001157	95	527	3	7	22	0	0	0	10	0	1022	7	2000	246	5	6	0	0	0	0	180	138	145	446	181	57	40	66	47	51	133	1208	89	77	207
ENSMUSG00000001158	369	338	390	5	170	0	26	85	0	0	1217	226	1340	2772	4	44	0	0	0	15	301	185	166	574	328	161	127	214	165	143	504	7	410	212	774
ENSMUSG00000001166	23	0	0	155	0	0	0	0	22	0	188	85	75	796	0	1	0	0	0	0	17	42	52	54	15	4	17	8	26	0	0	0	66	2	0
ENSMUSG00000001168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	103	427	3	257	77	2	0	43	1	0	186	4	0	67	679	85	1	604	48	1	97	66	67	88	35	65	70	87	47	56	324	3	252	11	2
ENSMUSG00000001175	15402	17070	9311	10552	7795	473	773	1588	1315	5	26441	8805	21728	17367	8156	27932	4861	1182	764	693	8627	7700	8570	14167	9404	7173	5204	6482	4476	5973	9089	27884	14123	13985	12671
ENSMUSG00000001211	976	2129	0	2139	794	0	405	0	18	159	987	883	2230	3001	814	961	16	0	5	0	891	1023	1330	2054	1291	830	590	508	566	354	1019	523	1452	1916	138
ENSMUSG00000001225	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001227	2	0	0	0	0	0	0	81	0	0	0	0	1	1	0	1	0	0	0	0	9	8	1	0	11	0	0	1	0	0	0	41	112	1	23
ENSMUSG00000001228	753	798	37	528	464	0	9	0	0	0	236	188	132	870	6	968	0	0	0	0	130	105	112	172	101	130	51	44	48	118	1291	1447	179	180	6
ENSMUSG00000001229	154	307	23	221	50	0	23	19	18	9	1085	104	626	1115	31	346	0	33	0	0	301	245	322	332	192	223	138	151	120	117	111	3	1	28	73
ENSMUSG00000001240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ENSMUSG00000001247	13	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	41	22	38	112	17	33	18	7	12	10	0	0	28	0	0
ENSMUSG00000001248	376	955	65	1026	2423	24	95	15	268	355	655	1788	56	1966	656	1485	1064	115	36	23	478	434	469	731	414	595	709	465	367	742	1537	43	476	753	17
ENSMUSG00000001249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0
ENSMUSG00000001270	48	8	269	28	42	0	5	0	0	0	35	202	66	3	14	188	0	0	0	0	55	34	25	44	16	72	13	9	10	18	0	4	424	2	508
ENSMUSG00000001280	997	2705	247	1950	1348	1	66	407	30	79	3041	862	7454	540	1317	5454	154	372	0	0	1311	1424	1546	2587	1362	913	1031	909	606	685	3871	1475	2460	4113	1505
ENSMUSG00000001281	1395	1350	1009	1706	1737	222	123	133	17	1	4718	1944	397	3733	995	2724	0	0	42	0	1803	1410	1199	1859	1356	517	537	487	312	390	941	4257	1270	1044	824
ENSMUSG00000001285	143	52	0	84	53	0	0	1	0	0	688	710	266	5	73	324	0	0	0	0	61	113	109	215	96	27	37	64	44	11	254	4	125	193	1
ENSMUSG00000001288	34	205	0	0	136	214	0	117	0	0	640	21	383	344	0	0	0	0	0	0	92	109	110	177	189	53	64	43	42	24	201	3	1	175	102
ENSMUSG00000001289	1961	4173	899	1113	1913	1253	173	391	653	741	10976	8901	4698	6613	2100	7509	472	0	250	0	2461	2613	2992	4978	2713	3885	2046	2789	2202	2591	2198	6179	3737	3147	6353
ENSMUSG00000001300	0	0	0	9	0	0	0	0	0	0	0	0	56	0	0	49	0	0	0	0	1	16	8	14	0	11	12	2	15	49	0	0	0	0	0
ENSMUSG00000001305	276	435	24	0	963	0	0	0	66	0	1498	984	6	532	4	320	0	1519	330	0	234	343	308	495	332	204	197	153	94	230	250	236	146	398	2
ENSMUSG00000001313	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001323	6	107	15	0	0	0	0	0	0	0	0	3	69	307	1	262	0	0	0	0	24	65	92	189	58	6	31	17	23	43	429	192	169	1	314
ENSMUSG00000001333	0	0	0	0	25	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	24	8	1	5	0	0	2	0	0	3	0	0	0	0	0
ENSMUSG00000001334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	9	2	0	0	0	0	0	0	0	40	0	0
ENSMUSG00000001348	190	429	4	23	0	388	0	0	0	0	283	441	729	467	259	506	0	0	0	0	387	426	403	555	450	166	159	185	93	177	340	304	808	137	350
ENSMUSG00000001349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001366	242	138	88	17	21	0	0	0	0	0	3	422	1	192	2	1006	59	0	0	0	182	114	103	408	235	154	57	44	70	15	451	5	1315	1	1
ENSMUSG00000001376	323	0	0	2074	612	4	12	0	0	0	5	98	605	53	773	1030	0	0	0	0	347	381	217	287	158	124	187	86	110	117	6	299	1	1	967
ENSMUSG00000001379	20	0	0	0	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	40	10	38	37	19	18	22	10	35	0	0	0	0	28
ENSMUSG00000001380	444	284	0	20	279	4	0	56	0	0	693	563	293	322	1762	6	0	117	0	0	394	375	302	584	278	81	176	259	152	100	142	2	146	82	126
ENSMUSG00000001383	1711	338	1114	3443	3161	2220	1	6	708	0	1043	1876	5681	1659	2093	1973	4199	0	1064	0	1995	1629	1748	2914	1597	1443	989	1090	791	785	10097	595	827	645	3982
ENSMUSG00000001403	877	563	0	0	3	0	0	0	0	0	0	36	1	0	1	13	0	0	0	0	42	85	5	85	53	24	51	29	16	4	6	1	711	22	228
ENSMUSG00000001415	229	967	44	140	573	0	26	5	0	0	22	300	761	474	135	485	0	0	20	0	287	276	294	427	325	308	260	210	156	242	522	4	0	52	91
ENSMUSG00000001416	1760	1646	405	2171	479	360	0	1554	25	0	904	1295	579	2160	1588	1287	0	0	0	0	932	1277	1535	1502	1140	1126	973	638	694	776	1337	479	711	269	637
ENSMUSG00000001417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001418	120	66	0	0	56	0	0	187	0	0	671	58	316	55	72	736	0	0	56	0	153	187	165	372	172	131	105	121	80	50	1419	330	154	425	34
ENSMUSG00000001419	727	1097	263	1310	1544	927	382	210	116	3	1585	2454	2568	3056	4053	2007	130	9	2	37	532	602	547	1087	629	817	744	634	526	946	1220	2912	897	491	2472
ENSMUSG00000001420	0	0	0	0	23	0	0	0	0	0	0	23	0	82	0	0	9	0	0	0	0	1	1	2	8	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000001424	1008	1554	6	1048	1516	0	469	106	358	50	3291	3418	1982	1891	3641	1283	0	0	554	0	1131	1072	1074	1817	1268	717	635	596	493	841	1051	768	685	918	773
ENSMUSG00000001435	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	27	0	0
ENSMUSG00000001436	57	18	0	61	15	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	15	28	44	6	25	7	2	8	8	10	0	10	0	77	0
ENSMUSG00000001440	3824	4302	1964	1843	2321	9	52	243	167	4	3862	7314	5606	14273	3033	3846	1749	1048	1865	0	2697	3334	3275	4872	3348	2761	2160	1771	1220	2079	5456	981	7802	3816	5267
ENSMUSG00000001441	223	1816	0	128	72	420	39	56	0	47	997	3499	742	545	125	15	1253	0	40	1	193	265	284	496	237	273	144	217	210	245	9	6	33	125	845
ENSMUSG00000001444	534	2489	451	2012	934	601	363	34	239	2	1116	3681	1893	2244	1367	1310	35	37	14	14	937	617	569	1112	600	1137	1649	985	871	2143	695	1447	1012	2425	1066
ENSMUSG00000001445	124	0	7	512	4	0	0	0	0	0	0	180	1	251	228	1	0	0	0	0	59	77	130	113	137	72	60	46	21	8	24	226	115	193	216
ENSMUSG00000001467	237	529	473	1	417	0	911	0	227	0	475	664	280	756	1455	3	0	0	7	0	73	61	69	101	74	255	210	161	131	146	4	141	15	8	74
ENSMUSG00000001472	1390	3281	151	1026	1945	76	266	741	287	80	1917	3009	3386	4035	3429	879	334	138	516	103	1100	933	1147	1988	1094	1093	786	941	683	858	545	17	1827	711	1931
ENSMUSG00000001473	8	274	428	0	0	0	0	0	0	0	30	0	1	0	1	955	0	0	0	0	22	34	29	31	57	17	20	10	1	42	0	1	0	0	16
ENSMUSG00000001482	28	372	7	1	234	0	1	0	13	0	1	29	343	336	0	811	1528	0	0	0	51	49	47	144	24	19	0	21	14	26	0	8	3	2	1
ENSMUSG00000001493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001496	8	18	4	35	44	139	292	352	360	155	149	32	61	30	9	17	88	77	392	116	21	16	12	26	22	55	56	32	59	163	0	2	35	48	2
ENSMUSG00000001497	0	0	0	0	0	38	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	8	13	20	8	0	1	5	3	1	0	0	0	0	0
ENSMUSG00000001504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000001507	58	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	16	56	9	5	5	3	5	3	0	0	0	0	0
ENSMUSG00000001508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	170	0	0	99	55	0	0	0	66	5	58	114	0	1	70	308	0	0	112	0	41	15	23	41	45	8	10	5	10	29	2	864	408	1	1
ENSMUSG00000001518	29	246	255	4	267	174	0	0	0	0	8	485	33	15	0	2	0	65	0	0	34	66	53	39	121	24	34	17	26	10	1	1	28	432	2
ENSMUSG00000001520	1	0	0	2	55	0	18	0	0	0	36	0	0	1	0	0	4	0	0	0	15	11	17	12	12	17	2	7	4	15	0	0	2	0	0
ENSMUSG00000001521	58	0	0	5	0	0	0	0	0	0	0	152	205	72	0	206	0	0	0	0	24	24	55	10	13	1	4	2	12	21	0	7	198	1	1
ENSMUSG00000001524	1	0	0	0	130	0	0	0	0	0	78	4	1	211	0	0	0	0	0	0	22	7	33	53	24	26	1	11	6	0	105	1	0	44	0
ENSMUSG00000001525	9955	9938	3393	3456	9387	1335	1821	3067	722	25	14510	16700	19850	18666	27518	11726	977	21	653	167	5449	7561	7670	13454	7660	6885	5600	7269	4796	5287	9668	12817	7907	5546	8614
ENSMUSG00000001542	448	769	390	68	936	14	41	444	8	11	346	195	431	6	40	244	7	17	12	42	69	77	546	104	142	1230	762	245	279	1157	477	1995	58	29	2
ENSMUSG00000001552	4	0	0	26	0	0	0	0	0	0	0	0	1	50	0	0	0	0	0	0	19	20	23	39	4	31	14	6	6	8	0	1	1	0	67
ENSMUSG00000001555	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	3	2	0	11	6	0	0	0	0	0	0
ENSMUSG00000001558	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	8	0	0	0	0	45	1
ENSMUSG00000001566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	418	325	385	68	356	441	0	0	31	0	1157	503	589	673	227	512	178	0	0	21	461	508	437	924	459	241	227	239	155	238	1177	298	418	747	359
ENSMUSG00000001576	246	251	40	368	26	0	0	4	0	0	261	624	202	1348	700	44	0	0	0	0	176	216	151	266	166	50	61	132	65	7	2157	163	345	4	206
ENSMUSG00000001583	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001588	1072	3456	66	1469	974	2	208	628	225	138	1951	2989	3032	962	1753	1008	1	339	34	0	1001	874	964	1801	907	786	539	848	551	623	480	1020	129	1073	3004
ENSMUSG00000001604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	204	0	0	1
ENSMUSG00000001622	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000001627	443	341	0	54	1096	88	161	1984	138	1	1478	242	2353	2134	1274	316	1169	237	15	27	160	335	271	138	146	3714	4486	1325	1228	4743	13	191	138	1403	22
ENSMUSG00000001630	122	2167	0	0	824	1	0	48	0	1	1	4	1634	833	1	397	0	0	0	0	147	177	175	223	359	320	149	84	76	271	2	786	3	230	2
ENSMUSG00000001632	389	1311	33	458	1218	143	0	271	98	0	755	413	602	2735	1169	201	418	36	24	4	357	405	374	732	478	316	346	216	173	261	1185	317	142	510	842
ENSMUSG00000001642	641	336	956	431	605	0	0	7	21	3	2351	2201	727	1467	141	2144	0	0	0	0	877	751	874	1468	1068	634	384	598	319	522	3948	541	804	169	2297
ENSMUSG00000001655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0
ENSMUSG00000001665	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	1	0	0	0	0	0	0	0
ENSMUSG00000001666	116	0	98	157	0	0	0	0	0	0	400	93	1	1	0	58	0	0	0	0	101	62	38	82	69	108	55	61	35	80	0	208	0	45	145
ENSMUSG00000001670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001674	735	612	0	570	911	39	0	60	7	1	872	321	236	1098	1819	3329	0	0	0	83	1017	738	963	1330	1038	523	450	375	229	406	2709	2531	639	738	1555
ENSMUSG00000001687	989	597	36	247	315	10	1012	573	368	0	1367	2337	2638	903	2708	1891	152	21	0	0	458	628	659	1254	696	1523	1355	561	380	1708	551	477	1132	343	1446
ENSMUSG00000001700	3367	3404	1386	1639	3361	1104	377	600	59	76	4516	2548	7973	7290	3864	3187	1197	33	500	0	1624	1192	1249	1500	1390	3245	3165	1441	1448	4637	2238	1668	4076	3634	2257
ENSMUSG00000001707	118	0	0	0	6	10	0	325	0	0	546	605	127	145	16	3	126	0	0	0	41	94	126	121	100	54	49	36	54	169	11	901	2	12	1708
ENSMUSG00000001729	602	594	11	216	555	0	21	298	20	62	396	1243	299	1132	87	186	0	0	0	0	489	520	659	1162	589	306	153	289	156	284	1312	1152	874	589	781
ENSMUSG00000001739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	17	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001741	961	2568	2908	1651	939	101	28	664	98	8	2530	3874	2141	3389	2151	574	0	30	0	0	3053	2705	3213	5200	2854	1403	1165	1053	734	734	7208	3461	4378	1417	1412
ENSMUSG00000001750	73	155	57	332	58	0	33	0	0	35	5	836	14	93	1770	298	0	0	67	0	142	92	125	243	108	133	74	69	93	86	172	0	56	102	8
ENSMUSG00000001751	0	0	0	53	102	0	0	0	0	0	24	0	1	0	1	302	52	0	26	0	52	35	26	15	33	11	19	17	6	6	0	2	0	291	0
